,GameID,EnteredDateTimeUTC,EnteredDateTimeET,AwayTeam,HomeTeam,DoubleHeaderGame,AwayStartingPitcher,HomeStartingPicher,FinalScoreAway,FinalScoreHome
0,PIT201604030,2016-03-31 14:16,2016-03-31 10:16,St. Louis Cardinals,Pittsburgh Pirates,0,a wainwright,F LIRIANO,1,4
1,TBA201604030,2016-03-31 14:17,2016-03-31 10:17,Toronto Blue Jays,Tampa Bay Rays,0,m stroman,C ARCHER,5,3
2,KCA201604030,2016-03-31 14:17,2016-03-31 10:17,New York Mets,Kansas City Royals,0,m harvey,E VOLQUEZ,3,4
3,MIL201604040,2016-04-02 17:32,2016-04-02 13:32,San Francisco Giants,Milwaukee Brewers,0,m bumgarner,W PERALTA,12,3
4,BAL201604040,2016-04-02 19:44,2016-04-02 15:44,Minnesota Twins,Baltimore Orioles,0,e santana,C TILLMAN,2,3
5,TEX201604040,2016-04-02 19:44,2016-04-02 15:44,Seattle Mariners,Texas Rangers,0,f hernandez,C HAMELS,2,3
6,CIN201604040,2016-04-02 19:44,2016-04-02 15:44,Philadelphia Phillies,Cincinnati Reds,0,j hellickson,R IGLESIAS,2,6
7,ATL201604040,2016-04-02 19:44,2016-04-02 15:44,Washington Nationals,Atlanta Braves,0,m scherzer,J TEHERAN,4,3
8,SDN201604040,2016-04-02 19:44,2016-04-02 15:44,Los Angeles Dodgers,San Diego Padres,0,c kershaw,T ROSS,15,0
9,TBA201604040,2016-04-02 19:45,2016-04-02 15:45,Toronto Blue Jays,Tampa Bay Rays,0,ra dickey,D SMYLY,5,3
10,ARI201604040,2016-04-02 19:44,2016-04-02 15:44,Colorado Rockies,Arizona Diamondbacks,0,j de la rosa,Z GREINKE,10,5
11,ANA201604040,2016-04-02 19:45,2016-04-02 15:45,Chicago Cubs,Los Angeles Angels of Anaheim,0,j arrieta,G RICHARDS,9,0
12,OAK201604040,2016-04-04 12:49,2016-04-04 8:49,Chicago White Sox,Oakland Athletics,0,c sale,R HILL,4,3
13,NYA201604050,2016-04-04 12:11,2016-04-04 8:11,Houston Astros,New York Yankees,0,d keuchel,MTANAKA,5,3
14,CLE201604050,2016-04-04 13:01,2016-04-04 9:01,Boston Red Sox,Cleveland Indians,0,d price,C KLUBER,6,2
15,KCA201604050,2016-04-04 12:12,2016-04-04 8:12,New York Mets,Kansas City Royals,0,n syndergaard,C YOUNG,2,0
16,PIT201604050,2016-04-04 12:11,2016-04-04 8:11,St. Louis Cardinals,Pittsburgh Pirates,0,m wacha,J NIESE,5,6
17,MIA201604050,2016-04-04 12:13,2016-04-04 8:13,Detroit Tigers,Miami Marlins,0,j verlander,W CHEN,8,7
18,TBA201604050,2016-04-04 12:11,2016-04-04 8:11,Toronto Blue Jays,Tampa Bay Rays,0,a sanchez,J ODORIZZI,2,3
19,TEX201604050,2016-04-04 12:12,2016-04-04 8:12,Seattle Mariners,Texas Rangers,0,h iwakuma,M PEREZ,10,2
20,MIL201604050,2016-04-04 12:11,2016-04-04 8:11,San Francisco Giants,Milwaukee Brewers,0,j cueto,J NELSON,2,1
21,ARI201604050,2016-04-04 12:11,2016-04-04 8:11,Colorado Rockies,Arizona Diamondbacks,0,c bettis,S MILLER,6,11
22,ANA201604050,2016-04-04 12:12,2016-04-04 8:12,Chicago Cubs,Los Angeles Angels of Anaheim,0,j lester,A HEANEY,6,1
23,OAK201604050,2016-04-05 3:52,2016-04-04 23:52,Chicago White Sox,Oakland Athletics,0,j quintana,CBASSITT,5,4
24,SDN201604050,2016-04-04 12:11,2016-04-04 8:11,Los Angeles Dodgers,San Diego Padres,0,s kazmir,J SHIELDS,3,0
25,TBA201604060,2016-04-05 12:24,2016-04-05 8:24,Toronto Blue Jays,Tampa Bay Rays,0,ja happ,M MOORE,3,5
26,MIL201604060,2016-04-05 12:24,2016-04-05 8:24,San Francisco Giants,Milwaukee Brewers,0,j samardzija,T JUNGMANN,3,4
27,TEX201604060,2016-04-05 12:24,2016-04-05 8:24,Seattle Mariners,Texas Rangers,0,w miley,C LEWIS,9,5
28,ARI201604060,2016-04-05 12:24,2016-04-05 8:24,Colorado Rockies,Arizona Diamondbacks,0,t chatwood,P CORBIN,4,3
29,MIA201604060,2016-04-05 12:24,2016-04-05 8:24,Detroit Tigers,Miami Marlins,0,a sanchez,J FERNANDEZ,7,3
30,CLE201604060,2016-04-05 12:24,2016-04-05 8:24,Boston Red Sox,Cleveland Indians,0,c buchholz,C CARRASCO,6,7
31,NYA201604060,2016-04-05 12:24,2016-04-05 8:24,Houston Astros,New York Yankees,0,c mchugh,M PINEDA,6,16
32,BAL201604060,2016-04-05 12:24,2016-04-05 8:24,Minnesota Twins,Baltimore Orioles,0,k gibson,Y GALLARDO,2,4
33,PIT201604060,2016-04-05 12:24,2016-04-05 8:24,St. Louis Cardinals,Pittsburgh Pirates,0,m leake,J NICASIO,1,5
34,CIN201604060,2016-04-05 12:24,2016-04-05 8:24,Philadelphia Phillies,Cincinnati Reds,0,a nola,B FINNEGAN,2,3
35,ATL201604060,2016-04-05 12:24,2016-04-05 8:24,Washington Nationals,Atlanta Braves,0,s strasburg,B NORRIS,3,1
36,SDN201604060,2016-04-05 12:24,2016-04-05 8:24,Los Angeles Dodgers,San Diego Padres,0,k maeda,A CASHNER,7,0
37,OAK201604060,2016-04-05 12:24,2016-04-05 8:24,Chicago White Sox,Oakland Athletics,0,c rodon,S GRAY,1,2
38,CIN201604070,2016-04-06 12:16,2016-04-06 8:16,Philadelphia Phillies,Cincinnati Reds,0,c morton,R STEPHENSON,6,10
39,OAK201604070,2016-04-06 12:16,2016-04-06 8:16,Chicago White Sox,Oakland Athletics,0,m latos,K GRAVEMAN,6,1
40,NYA201604070,2016-04-06 12:16,2016-04-06 8:16,Houston Astros,New York Yankees,0,m fiers,N EOVALDI,5,8
41,WAS201604070,2016-04-06 12:16,2016-04-06 8:16,Miami Marlins,Washington Nationals,0,a conley,T ROARK,6,4
42,SFN201604070,2016-04-06 12:16,2016-04-06 8:16,Los Angeles Dodgers,San Francisco Giants,0,a wood,J PEAVY,6,12
43,BAL201604070,2016-04-06 12:16,2016-04-06 8:16,Minnesota Twins,Baltimore Orioles,0,p hughes,U JIMENEZ,2,4
44,ARI201604070,2016-04-06 12:16,2016-04-06 8:16,Chicago Cubs,Arizona Diamondbacks,0,j lackey,R DE LA ROSA,14,6
45,ANA201604070,2016-04-06 12:16,2016-04-06 8:16,Texas Rangers,Los Angeles Angels of Anaheim,0,d holland,H SANTIAGO,3,4
46,DET201604080,2016-04-08 3:51,2016-04-07 23:51,New York Yankees,Detroit Tigers,0,l severino,J ZIMMERMANN,0,4
47,NYN201604080,2016-04-07 12:12,2016-04-07 8:12,Philadelphia Phillies,New York Mets,0,j eickhoff,J DEGROM,2,7
48,CHA201604080,2016-04-07 16:23,2016-04-07 12:23,Cleveland Indians,Chicago White Sox,0,d salazar,J DANKS,7,1
49,COL201604080,2016-04-07 12:12,2016-04-07 8:12,San Diego Padres,Colorado Rockies,0,c rea,J LYLES,13,6
50,TOR201604080,2016-04-08 3:39,2016-04-07 23:39,Boston Red Sox,Toronto Blue Jays,0,j kelly,M STROMAN,8,7
51,BAL201604080,2016-04-07 12:13,2016-04-07 8:13,Tampa Bay Rays,Baltimore Orioles,0,c archer,C TILLMAN,1,6
52,CIN201604080,2016-04-07 12:13,2016-04-07 8:13,Pittsburgh Pirates,Cincinnati Reds,0,f liriano,A SIMON,6,5
53,ATL201604080,2016-04-07 12:13,2016-04-07 8:13,St. Louis Cardinals,Atlanta Braves,0,j garcia,M WISLER,7,4
54,MIL201604080,2016-04-07 12:13,2016-04-07 8:13,Houston Astros,Milwaukee Brewers,0,s feldman,C ANDERSON,4,6
55,KCA201604080,2016-04-07 12:13,2016-04-07 8:13,Minnesota Twins,Kansas City Royals,0,e santana,Y VENTURA,3,4
56,ARI201604080,2016-04-07 12:13,2016-04-07 8:13,Chicago Cubs,Arizona Diamondbacks,0,j hammel,R RAY,2,3
57,ANA201604080,2016-04-07 13:33,2016-04-07 9:33,Texas Rangers,Los Angeles Angels of Anaheim,0,aj griffin,M SHOEMAKER,7,3
58,SEA201604080,2016-04-07 12:13,2016-04-07 8:13,Oakland Athletics,Seattle Mariners,0,e surkamp,T WALKER,3,2
59,SFN201604080,2016-04-07 12:13,2016-04-07 8:13,Los Angeles Dodgers,San Francisco Giants,0,r stripling,M CAIN,2,3
60,TOR201604090,2016-04-08 11:59,2016-04-08 7:59,Boston Red Sox,Toronto Blue Jays,0,r porcello,R DICKEY,8,4
61,DET201604090,2016-04-08 11:59,2016-04-08 7:59,New York Yankees,Detroit Tigers,0,c sabathia,M PELFREY,8,4
62,CIN201604090,2016-04-08 11:59,2016-04-08 7:59,Pittsburgh Pirates,Cincinnati Reds,0,g cole,R IGLESIAS,1,5
63,CHA201604090,2016-04-08 11:59,2016-04-08 7:59,Cleveland Indians,Chicago White Sox,0,c anderson,C SALE,3,7
64,SFN201604090,2016-04-08 11:59,2016-04-08 7:59,Los Angeles Dodgers,San Francisco Giants,0,c kershaw,M BURGARNER,3,2
65,MIL201604090,2016-04-08 12:00,2016-04-08 8:00,Houston Astros,Milwaukee Brewers,0,d fister,W PERALTA,6,4
66,NYN201604090,2016-04-08 13:10,2016-04-08 9:10,Philadelphia Phillies,New York Mets,0,v velasquez,B COLON,1,0
67,ATL201604090,2016-04-08 11:59,2016-04-08 7:59,St. Louis Cardinals,Atlanta Braves,0,c martinez,J TEHERAN,12,2
68,KCA201604090,2016-04-08 11:59,2016-04-08 7:59,Minnesota Twins,Kansas City Royals,0,t milone,I KENNEDY,0,7
69,ARI201604090,2016-04-08 11:59,2016-04-08 7:59,Chicago Cubs,Arizona Diamondbacks,0,k hendricks,Z GREINKE,4,2
70,COL201604090,2016-04-08 11:59,2016-04-08 7:59,San Diego Padres,Colorado Rockies,0,d pomeranz,J DE LA ROSA,16,3
71,ANA201604090,2016-04-08 11:59,2016-04-08 7:59,Texas Rangers,Los Angeles Angels of Anaheim,0,c hamels,G RICHARDS,4,1
72,SEA201604090,2016-04-08 12:00,2016-04-08 8:00,Oakland Athletics,Seattle Mariners,0,r hill,N KARNS,6,1
73,TOR201604100,2016-04-09 11:56,2016-04-09 7:56,Boston Red Sox,Toronto Blue Jays,0,s wright,M ESTRADA,0,3
74,NYN201604100,2016-04-09 11:55,2016-04-09 7:55,Philadelphia Phillies,New York Mets,0,j hellickson,M HARVEY,5,2
75,CIN201604100,2016-04-09 11:55,2016-04-09 7:55,Pittsburgh Pirates,Cincinnati Reds,0,j locke,T MELVILLE,1,2
76,WAS201604100,2016-04-09 11:55,2016-04-09 7:55,Miami Marlins,Washington Nationals,0,t koehler,J ROSS,2,4
77,ATL201604100,2016-04-09 11:55,2016-04-09 7:55,St. Louis Cardinals,Atlanta Braves,0,a wainwright,W PEREZ,12,7
78,BAL201604100,2016-04-09 11:56,2016-04-09 7:56,Tampa Bay Rays,Baltimore Orioles,0,j odorizzi,V WORLEY,3,5
79,MIL201604100,2016-04-09 11:56,2016-04-09 7:56,Houston Astros,Milwaukee Brewers,0,d keuchel,J NELSON,2,3
80,KCA201604100,2016-04-09 11:56,2016-04-09 7:56,Minnesota Twins,Kansas City Royals,0,r nolasco,E VOLQUEZ,3,4
81,ANA201604100,2016-04-09 11:56,2016-04-09 7:56,Texas Rangers,Los Angeles Angels of Anaheim,0,m perez,J WEAVER,1,3
82,SFN201604100,2016-04-09 11:56,2016-04-09 7:56,Los Angeles Dodgers,San Francisco Giants,0,s kazmir,J CUETO,6,9
83,ARI201604100,2016-04-09 11:56,2016-04-09 7:56,Chicago Cubs,Arizona Diamondbacks,0,j arrieta,S MILLER,7,3
84,SEA201604100,2016-04-09 11:56,2016-04-09 7:56,Oakland Athletics,Seattle Mariners,0,c bassitt,F HERNANDEZ,2,1
85,COL201604100,2016-04-10 5:18,2016-04-10 1:18,San Diego Padres,Colorado Rockies,0,j shields,C BETTIS,3,6
86,DET201604110,2016-04-11 5:13,2016-04-11 1:13,Pittsburgh Pirates,Detroit Tigers,0,j niese,JVERLANDER,7,4
87,BOS201604110,2016-04-10 11:24,2016-04-10 7:24,Baltimore Orioles,Boston Red Sox,0,y gallardo,D PRICE,9,7
88,PHI201604110,2016-04-10 11:24,2016-04-10 7:24,San Diego Padres,Philadelphia Phillies,0,a cashner,A NOLA,4,3
89,MIN201604110,2016-04-11 5:13,2016-04-11 1:13,Chicago White Sox,Minnesota Twins,0,j quintana,K GIBSON,4,1
90,SLN201604110,2016-04-10 11:24,2016-04-10 7:24,Milwaukee Brewers,St. Louis Cardinals,0,t jungmann,M WACHA,1,10
91,WAS201604110,2016-04-10 11:24,2016-04-10 7:24,Atlanta Braves,Washington Nationals,0,b norris,M SCHERZER,4,6
92,NYN201604110,2016-04-10 11:24,2016-04-10 7:24,Miami Marlins,New York Mets,0,j cosart,S MATZ,10,3
93,CHN201604110,2016-04-10 11:24,2016-04-10 7:24,Cincinnati Reds,Chicago Cubs,0,b finnegan,J LESTER,3,5
94,HOU201604110,2016-04-10 11:24,2016-04-10 7:24,Kansas City Royals,Houston Astros,0,c young,C MCHUGH,2,8
95,OAK201604110,2016-04-10 11:24,2016-04-10 7:24,Los Angeles Angels of Anaheim,Oakland Athletics,0,n tropeano,S GRAY,4,1
96,SEA201604110,2016-04-10 11:25,2016-04-10 7:25,Texas Rangers,Seattle Mariners,0,c lewis,H IWAKUMA,7,3
97,DET201604120,2016-04-11 11:58,2016-04-11 7:58,Pittsburgh Pirates,Detroit Tigers,0,j nicasio,A SANCHEZ,2,8
98,LAN201604120,2016-04-11 11:58,2016-04-11 7:58,Arizona Diamondbacks,Los Angeles Dodgers,0,p corbin,K MAEDA,4,2
99,WAS201604120,2016-04-11 11:58,2016-04-11 7:58,Atlanta Braves,Washington Nationals,0,j chacin,G GONZALEZ,1,2
100,TOR201604120,2016-04-11 11:58,2016-04-11 7:58,New York Yankees,Toronto Blue Jays,0,m tanaka,A SANCHEZ,3,2
101,PHI201604120,2016-04-11 11:58,2016-04-11 7:58,San Diego Padres,Philadelphia Phillies,0,r erlin,C MORTON,0,3
102,BOS201604120,2016-04-11 11:58,2016-04-11 7:58,Baltimore Orioles,Boston Red Sox,0,m wright,C BUCHHOLZ,9,5
103,TBA201604120,2016-04-11 11:58,2016-04-11 7:58,Cleveland Indians,Tampa Bay Rays,0,c kluber,M MOORE,1,5
104,NYN201604120,2016-04-11 11:58,2016-04-11 7:58,Miami Marlins,New York Mets,0,j fernandez,N SYNDERGAARD,2,1
105,HOU201604120,2016-04-11 11:58,2016-04-11 7:58,Kansas City Royals,Houston Astros,0,k medlen,M FIERS,3,2
106,COL201604120,2016-04-11 11:58,2016-04-11 7:58,San Francisco Giants,Colorado Rockies,0,j samardzija,T CHATWOOD,7,2
107,OAK201604120,2016-04-11 11:58,2016-04-11 7:58,Los Angeles Angels of Anaheim,Oakland Athletics,0,h santiago,K GRAVEMAN,5,4
108,SEA201604120,2016-04-11 11:58,2016-04-11 7:58,Texas Rangers,Seattle Mariners,0,d holland,W MILEY,8,0
109,NYN201604130,2016-04-12 12:11,2016-04-12 8:11,Miami Marlins,New York Mets,0,a conley,L VERRETT,1,2
110,OAK201604130,2016-04-12 12:11,2016-04-12 8:11,Los Angeles Angels of Anaheim,Oakland Athletics,0,m shoemaker,E SURKAMP,5,1
111,SEA201604130,2016-04-12 12:11,2016-04-12 8:11,Texas Rangers,Seattle Mariners,0,aj griffin,T WALKER,2,4
112,WAS201604130,2016-04-13 12:01,2016-04-13 8:01,Atlanta Braves,Washington Nationals,0,m wisler,T ROARK,0,3
113,PIT201604130,2016-04-13 7:05,2016-04-13 3:05,Detroit Tigers,Pittsburgh Pirates,0,s greene,R VOGELSONG,7,3
114,TOR201604130,2016-04-12 12:11,2016-04-12 8:11,New York Yankees,Toronto Blue Jays,0,m pineda,J A HAPP,2,7
115,PHI201604130,2016-04-12 12:11,2016-04-12 8:11,San Diego Padres,Philadelphia Phillies,0,c rea,J EICKHOFF,1,2
116,BOS201604130,2016-04-12 12:11,2016-04-12 8:11,Baltimore Orioles,Boston Red Sox,0,u jimenez,J KELLY,2,4
117,TBA201604130,2016-04-12 12:11,2016-04-12 8:11,Cleveland Indians,Tampa Bay Rays,0,c carrasco,D SMYLY,4,1
118,CHN201604130,2016-04-12 12:11,2016-04-12 8:11,Cincinnati Reds,Chicago Cubs,0,a simon,J LACKEY,2,9
119,MIN201604130,2016-04-12 12:11,2016-04-12 8:11,Chicago White Sox,Minnesota Twins,0,c rodon,P HUGHES,3,0
120,HOU201604130,2016-04-12 12:11,2016-04-12 8:11,Kansas City Royals,Houston Astros,0,y ventura,S FELDMAN,4,2
121,SLN201604130,2016-04-12 12:11,2016-04-12 8:11,Milwaukee Brewers,St. Louis Cardinals,0,c anderson,M LEAKE,6,4
122,COL201604130,2016-04-12 12:11,2016-04-12 8:11,San Francisco Giants,Colorado Rockies,0,j peavy,J LYLES,6,10
123,LAN201604130,2016-04-12 12:11,2016-04-12 8:11,Arizona Diamondbacks,Los Angeles Dodgers,0,r de la rosa,A WOOD,1,3
124,PIT201604140,2016-04-14 5:19,2016-04-14 1:19,Detroit Tigers,Pittsburgh Pirates,0,j zimmermann,G COLE,7,4
125,PHI201604140,2016-04-13 11:52,2016-04-13 7:52,San Diego Padres,Philadelphia Phillies,0,d pomeranz,V VELASQUEZ,0,3
126,MIN201604140,2016-04-13 11:53,2016-04-13 7:53,Chicago White Sox,Minnesota Twins,0,m latos,E SANTANA,3,1
127,TBA201604140,2016-04-13 11:53,2016-04-13 7:53,Cleveland Indians,Tampa Bay Rays,0,d salazar,C ARCHER,6,0
128,SLN201604140,2016-04-13 11:52,2016-04-13 7:52,Milwaukee Brewers,St. Louis Cardinals,0,w peralta,J GARCIA,0,7
129,COL201604140,2016-04-14 6:43,2016-04-14 2:43,San Francisco Giants,Colorado Rockies,0,m cain,J DE LA ROSA,6,11
130,WAS201604140,2016-04-14 9:45,2016-04-14 5:45,Atlanta Braves,Washington Nationals,0,j teheran,S STRASBURG,2,6
131,TOR201604140,2016-04-13 11:53,2016-04-13 7:53,New York Yankees,Toronto Blue Jays,0,n eovaldi,M STROMAN,2,4
132,TEX201604140,2016-04-13 11:54,2016-04-13 7:54,Baltimore Orioles,Texas Rangers,0,c tillman,C HAMELS,3,6
133,CHN201604140,2016-04-13 11:52,2016-04-13 7:52,Cincinnati Reds,Chicago Cubs,0,r iglesias,J HAMMEL,1,8
134,HOU201604140,2016-04-13 11:54,2016-04-13 7:54,Kansas City Royals,Houston Astros,0,i kennedy,D FISTER,6,2
135,LAN201604140,2016-04-13 11:52,2016-04-13 7:52,Arizona Diamondbacks,Los Angeles Dodgers,0,r ray,R STRIPLING,2,5
136,CHN201604150,2016-04-14 13:03,2016-04-14 9:03,Colorado Rockies,Chicago Cubs,0,c bettis,K HENDRICKS,6,1
137,PIT201604150,2016-04-14 13:03,2016-04-14 9:03,Milwaukee Brewers,Pittsburgh Pirates,0,j nelson,J LOCKE,8,4
138,NYA201604150,2016-04-14 13:04,2016-04-14 9:04,Seattle Mariners,New York Yankees,0,n karns,L SEVERINO,7,1
139,PHI201604150,2016-04-14 9:14,2016-04-14 5:14,Washington Nationals,Philadelphia Phillies,0,j ross,J HELLICKSON,9,1
140,MIA201604150,2016-04-14 17:29,2016-04-14 13:29,Atlanta Braves,Miami Marlins,0,w perez,W CHEN,6,3
141,TBA201604150,2016-04-14 13:04,2016-04-14 9:04,Chicago White Sox,Tampa Bay Rays,0,c sale,J ODORIZZI,1,0
142,CLE201604150,2016-04-14 13:05,2016-04-14 9:05,New York Mets,Cleveland Indians,0,b colon,C ANDERSON,6,5
143,BOS201604150,2016-04-14 13:04,2016-04-14 9:04,Toronto Blue Jays,Boston Red Sox,0,r dickey,R PORCELLO,3,5
144,TEX201604150,2016-04-14 13:04,2016-04-14 9:04,Baltimore Orioles,Texas Rangers,0,v worley,M PEREZ,11,5
145,HOU201604150,2016-04-14 13:04,2016-04-14 9:04,Detroit Tigers,Houston Astros,0,m pelfrey,D KEUCHEL,0,1
146,MIN201604150,2016-04-14 13:04,2016-04-14 9:04,Los Angeles Angels of Anaheim,Minnesota Twins,0,g richards,T MILONE,4,5
147,SLN201604150,2016-04-14 13:03,2016-04-14 9:03,Cincinnati Reds,St. Louis Cardinals,0,t melville,C MARTINEZ,3,14
148,OAK201604150,2016-04-14 13:05,2016-04-14 9:05,Kansas City Royals,Oakland Athletics,0,e volquez,R HILL,4,2
149,LAN201604150,2016-04-14 13:03,2016-04-14 9:03,San Francisco Giants,Los Angeles Dodgers,0,m bumgarner,C KERSHAW,3,7
150,SDN201604150,2016-04-14 13:03,2016-04-14 9:03,Arizona Diamondbacks,San Diego Padres,0,z greinke,J SHIELDS,3,2
151,NYA201604160,2016-04-15 13:00,2016-04-15 9:00,Seattle Mariners,New York Yankees,0,f hernandez,C SABATHIA,3,2
152,MIN201604160,2016-04-15 13:00,2016-04-15 9:00,Los Angeles Angels of Anaheim,Minnesota Twins,0,j weaver,R NOLASCO,4,6
153,SLN201604160,2016-04-15 13:00,2016-04-15 9:00,Cincinnati Reds,St. Louis Cardinals,0,b finnegan,A WAINWRIGHT,9,8
154,CHN201604160,2016-04-15 13:00,2016-04-15 9:00,Colorado Rockies,Chicago Cubs,0,c bergman,J ARRIETA,2,6
155,OAK201604160,2016-04-16 5:00,2016-04-16 1:00,Kansas City Royals,Oakland Athletics,0,c young,SGRAY,3,5
156,BOS201604160,2016-04-15 13:00,2016-04-15 9:00,Toronto Blue Jays,Boston Red Sox,0,m estrada,D PRICE,2,4
157,CLE201604160,2016-04-15 13:00,2016-04-15 9:00,New York Mets,Cleveland Indians,0,m harvey,J TOMLIN,5,7
158,TBA201604160,2016-04-15 13:00,2016-04-15 9:00,Chicago White Sox,Tampa Bay Rays,0,j danks,E RAMIREZ,2,7
159,PIT201604160,2016-04-15 13:00,2016-04-15 9:00,Milwaukee Brewers,Pittsburgh Pirates,0,t jungmann,J NIESE,0,5
160,PHI201604160,2016-04-15 13:00,2016-04-15 9:00,Washington Nationals,Philadelphia Phillies,0,m scherzer,A NOLA,8,1
161,MIA201604160,2016-04-15 13:00,2016-04-15 9:00,Atlanta Braves,Miami Marlins,0,b norris,T KOEHLER,6,4
162,HOU201604160,2016-04-15 13:00,2016-04-15 9:00,Detroit Tigers,Houston Astros,0,j verlander,C MCHUGH,5,3
163,TEX201604160,2016-04-15 13:00,2016-04-15 9:00,Baltimore Orioles,Texas Rangers,0,y gallardo,C LEWIS,4,8
164,SDN201604160,2016-04-15 13:00,2016-04-15 9:00,Arizona Diamondbacks,San Diego Padres,0,s miller,A CASHNER,3,5
165,LAN201604160,2016-04-15 13:00,2016-04-15 9:00,San Francisco Giants,Los Angeles Dodgers,0,j cueto,S KAZMIR,4,3
166,NYA201604170,2016-04-16 12:09,2016-04-16 8:09,Seattle Mariners,New York Yankees,0,h iwakuma,M TANAKA,3,4
167,MIA201604170,2016-04-16 12:09,2016-04-16 8:09,Atlanta Braves,Miami Marlins,0,j chacin,J COSART,6,5
168,TBA201604170,2016-04-16 12:09,2016-04-16 8:09,Chicago White Sox,Tampa Bay Rays,0,j quintana,M MOORE,2,3
169,CLE201604170,2016-04-16 12:10,2016-04-16 8:10,New York Mets,Cleveland Indians,0,s matz,C KLUBER,6,0
170,PIT201604170,2016-04-16 12:09,2016-04-16 8:09,Milwaukee Brewers,Pittsburgh Pirates,0,z davies,J NICASIO,3,9
171,BOS201604170,2016-04-16 12:09,2016-04-16 8:09,Toronto Blue Jays,Boston Red Sox,0,a sanchez,S WRIGHT,5,3
172,PHI201604170,2016-04-16 12:09,2016-04-16 8:09,Washington Nationals,Philadelphia Phillies,0,g gonzalez,C MORTON,2,3
173,HOU201604170,2016-04-16 12:10,2016-04-16 8:10,Detroit Tigers,Houston Astros,0,a sanchez,M FIERS,4,5
174,MIN201604170,2016-04-16 12:10,2016-04-16 8:10,Los Angeles Angels of Anaheim,Minnesota Twins,0,n tropeano,K GIBSON,2,3
175,SLN201604170,2016-04-16 12:09,2016-04-16 8:09,Cincinnati Reds,St. Louis Cardinals,0,j moscot,M WACHA,3,4
176,CHN201604170,2016-04-16 12:09,2016-04-16 8:09,Colorado Rockies,Chicago Cubs,0,t chatwood,J LESTER,2,0
177,OAK201604170,2016-04-16 12:10,2016-04-16 8:10,Kansas City Royals,Oakland Athletics,0,k medlen,C BASSITT,2,3
178,SDN201604170,2016-04-16 12:09,2016-04-16 8:09,Arizona Diamondbacks,San Diego Padres,0,p corbin,R ERLIN,7,3
179,LAN201604170,2016-04-16 12:09,2016-04-16 8:09,San Francisco Giants,Los Angeles Dodgers,0,j samardzija,K MAEDA,1,3
180,BOS201604180,2016-04-17 11:42,2016-04-17 7:42,Toronto Blue Jays,Boston Red Sox,0,j happ,C BUCHHOLZ,4,3
181,PHI201604180,2016-04-17 11:41,2016-04-17 7:41,New York Mets,Philadelphia Phillies,0,n syndergaard,J EICKHOFF,5,2
182,CIN201604180,2016-04-18 3:47,2016-04-17 23:47,Colorado Rockies,Cincinnati Reds,0,j lyles,DSTRAILY,5,1
183,MIA201604180,2016-04-17 11:41,2016-04-17 7:41,Washington Nationals,Miami Marlins,0,t roark,J FERNANDEZ,1,6
184,SLN201604180,2016-04-17 11:42,2016-04-17 7:42,Chicago Cubs,St. Louis Cardinals,0,j lackey,M LEAKE,5,0
185,CHA201604180,2016-04-17 11:43,2016-04-17 7:43,Los Angeles Angels of Anaheim,Chicago White Sox,0,h santiago,C RODON,7,0
186,MIN201604180,2016-04-17 11:43,2016-04-17 7:43,Milwaukee Brewers,Minnesota Twins,0,c anderson,P HUGHES,4,7
187,SFN201604180,2016-04-17 12:53,2016-04-17 8:53,Arizona Diamondbacks,San Francisco Giants,0,a bradley,J PEAVY,9,7
188,MIN201604190,2016-04-18 11:56,2016-04-18 7:56,Milwaukee Brewers,Minnesota Twins,0,w peralta,E SANTANA,6,5
189,CLE201604190,2016-04-18 11:56,2016-04-18 7:56,Seattle Mariners,Cleveland Indians,0,w miley,C CARRASCO,2,3
190,PHI201604190,2016-04-18 11:56,2016-04-18 7:56,New York Mets,Philadelphia Phillies,0,l verrett,V VELASQUEZ,11,1
191,NYA201604190,2016-04-18 11:56,2016-04-18 7:56,Oakland Athletics,New York Yankees,0,e surkamp,M PINEDA,3,2
192,BAL201604190,2016-04-18 11:56,2016-04-18 7:56,Toronto Blue Jays,Baltimore Orioles,0,m stroman,M WRIGHT,4,3
193,CIN201604190,2016-04-19 8:56,2016-04-19 4:56,Colorado Rockies,Cincinnati Reds,0,j de la rosa,RSTEPHENSON,3,4
194,ATL201604190,2016-04-19 11:39,2016-04-19 7:39,Los Angeles Dodgers,Atlanta Braves,0,a wood,WPEREZ,1,8
195,BOS201604190,2016-04-18 11:56,2016-04-18 7:56,Tampa Bay Rays,Boston Red Sox,0,d smyly,J KELLY,3,0
196,MIA201604190,2016-04-18 11:56,2016-04-18 7:56,Washington Nationals,Miami Marlins,0,s strasburg,A CONLEY,7,0
197,KCA201604190,2016-04-18 11:56,2016-04-18 7:56,Detroit Tigers,Kansas City Royals,0,s greene,Y VENTURA,6,8
198,TEX201604190,2016-04-18 11:56,2016-04-18 7:56,Houston Astros,Texas Rangers,0,s feldman,D HOLLAND,5,7
199,CHA201604190,2016-04-18 11:56,2016-04-18 7:56,Los Angeles Angels of Anaheim,Chicago White Sox,0,m shoemaker,M LATOS,0,5
200,SLN201604190,2016-04-18 11:56,2016-04-18 7:56,Chicago Cubs,St. Louis Cardinals,0,j hammel,J GARCIA,2,1
201,SDN201604190,2016-04-18 11:56,2016-04-18 7:56,Pittsburgh Pirates,San Diego Padres,0,f liriano,C REA,4,5
